"id","age","race","gender","education"
467.0,63.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
468.0,41.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
469.0,25.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
470.0,57.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
471.0,58.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
472.0,53.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
473.0,24.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
474.0,72.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
475.0,46.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
476.0,62.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
477.0,65.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
478.0,34.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
479.0,68.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
480.0,56.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
481.0,70.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
482.0,24.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
483.0,72.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
484.0,64.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
485.0,51.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
486.0,59.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
487.0,60.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
488.0,50.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
489.0,42.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
490.0,58.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
491.0,57.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
492.0,26.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
493.0,65.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
494.0,23.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
495.0,28.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
496.0,71.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
497.0,22.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
498.0,27.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
499.0,39.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
500.0,44.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
501.0,24.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
502.0,61.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
503.0,63.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
504.0,45.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
505.0,61.0,"Hispanic, Latino or Spanish origin","Male","More than Bachelors degree"
506.0,44.0,"Hispanic, Latino or Spanish origin","Female","More than Bachelors degree"
507.0,71.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
508.0,72.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
509.0,67.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
510.0,36.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
511.0,38.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
512.0,55.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
513.0,52.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
514.0,59.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
515.0,36.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
516.0,24.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
517.0,48.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
518.0,57.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
519.0,32.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
520.0,61.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
521.0,47.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
522.0,68.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
523.0,35.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
524.0,39.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
525.0,25.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
526.0,52.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
527.0,54.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
528.0,41.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
529.0,47.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
530.0,38.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
531.0,24.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
532.0,44.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
533.0,67.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
534.0,28.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
535.0,47.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
536.0,39.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
537.0,41.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
538.0,41.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
539.0,33.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
540.0,63.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
541.0,66.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
542.0,32.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
543.0,68.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
544.0,36.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
545.0,28.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
546.0,53.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
547.0,51.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
548.0,53.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
549.0,50.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
550.0,55.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
551.0,22.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
552.0,27.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
553.0,58.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
554.0,32.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
555.0,45.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
556.0,29.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
557.0,35.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
558.0,71.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
559.0,52.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
560.0,43.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
561.0,42.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
562.0,72.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
563.0,38.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
564.0,61.0,"White, not Hispanic or Latino","Unspecified","Less than Bachelors degree"
565.0,61.0,"White, not Hispanic or Latino","Unspecified","Less than Bachelors degree"
566.0,35.0,"White, not Hispanic or Latino","Unspecified","Less than Bachelors degree"
567.0,58.0,"White, not Hispanic or Latino","Unspecified","Less than Bachelors degree"
568.0,67.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
569.0,63.0,"White, not Hispanic or Latino","Unspecified","Less than Bachelors degree"
570.0,37.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
571.0,55.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
572.0,46.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
573.0,71.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
574.0,57.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
575.0,44.0,"White, not Hispanic or Latino","Male","Less than Bachelors degree"
576.0,63.0,"White, not Hispanic or Latino","Female","Less than Bachelors degree"
577.0,44.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
578.0,50.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
579.0,58.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
580.0,53.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
581.0,34.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
582.0,32.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
583.0,43.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
584.0,43.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
585.0,39.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
586.0,60.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
587.0,61.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
588.0,34.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
589.0,33.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
590.0,43.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
591.0,60.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
592.0,62.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
593.0,34.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
594.0,70.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
595.0,47.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
596.0,42.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
597.0,59.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
598.0,30.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
599.0,50.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
600.0,44.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
601.0,28.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
602.0,27.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
603.0,33.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
604.0,71.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
605.0,50.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
606.0,65.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
607.0,33.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
608.0,62.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
609.0,34.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
610.0,64.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
611.0,49.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
612.0,31.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
613.0,57.0,"White, not Hispanic or Latino","Nonbinary","More than Bachelors degree"
614.0,58.0,"White, not Hispanic or Latino","Nonbinary","More than Bachelors degree"
615.0,72.0,"White, not Hispanic or Latino","Nonbinary","More than Bachelors degree"
616.0,23.0,"White, not Hispanic or Latino","Nonbinary","More than Bachelors degree"
617.0,69.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
618.0,69.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
619.0,22.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
620.0,58.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
621.0,27.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
622.0,56.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
623.0,46.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
624.0,43.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
625.0,67.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
626.0,71.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
627.0,58.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
628.0,22.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
629.0,71.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
630.0,30.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
631.0,48.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
632.0,68.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
633.0,52.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
634.0,24.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
635.0,68.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
636.0,44.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
637.0,31.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
638.0,41.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
639.0,28.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
640.0,31.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
641.0,23.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
642.0,40.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
643.0,32.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
644.0,31.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
645.0,51.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
646.0,60.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
647.0,45.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
648.0,28.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
649.0,28.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
650.0,69.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
651.0,51.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
652.0,72.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
653.0,25.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
654.0,51.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
655.0,43.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
656.0,31.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
657.0,37.0,"White, not Hispanic or Latino","Male","More than Bachelors degree"
658.0,52.0,"White, not Hispanic or Latino","Female","More than Bachelors degree"
659.0,63.0,"White, not Hispanic or Latino","Male","Bachelors degree"
660.0,43.0,"White, not Hispanic or Latino","Female","Bachelors degree"
661.0,45.0,"White, not Hispanic or Latino","Male","Bachelors degree"
662.0,23.0,"White, not Hispanic or Latino","Female","Bachelors degree"
663.0,65.0,"White, not Hispanic or Latino","Male","Bachelors degree"
664.0,57.0,"White, not Hispanic or Latino","Female","Bachelors degree"
665.0,32.0,"White, not Hispanic or Latino","Male","Bachelors degree"
666.0,69.0,"White, not Hispanic or Latino","Female","Bachelors degree"
667.0,56.0,"White, not Hispanic or Latino","Male","Bachelors degree"
668.0,71.0,"White, not Hispanic or Latino","Female","Bachelors degree"
669.0,27.0,"White, not Hispanic or Latino","Male","Bachelors degree"
670.0,22.0,"White, not Hispanic or Latino","Female","Bachelors degree"
671.0,58.0,"White, not Hispanic or Latino","Male","Bachelors degree"
672.0,58.0,"White, not Hispanic or Latino","Female","Bachelors degree"
673.0,42.0,"White, not Hispanic or Latino","Male","Bachelors degree"
674.0,40.0,"White, not Hispanic or Latino","Female","Bachelors degree"
675.0,64.0,"White, not Hispanic or Latino","Male","Bachelors degree"
676.0,34.0,"White, not Hispanic or Latino","Female","Bachelors degree"
677.0,40.0,"White, not Hispanic or Latino","Male","Bachelors degree"
678.0,62.0,"White, not Hispanic or Latino","Female","Bachelors degree"
679.0,60.0,"White, not Hispanic or Latino","Male","Bachelors degree"
680.0,45.0,"White, not Hispanic or Latino","Female","Bachelors degree"
681.0,58.0,"White, not Hispanic or Latino","Male","Bachelors degree"
682.0,51.0,"White, not Hispanic or Latino","Female","Bachelors degree"
683.0,68.0,"White, not Hispanic or Latino","Male","Bachelors degree"
684.0,34.0,"White, not Hispanic or Latino","Female","Bachelors degree"
685.0,37.0,"White, not Hispanic or Latino","Male","Bachelors degree"
686.0,27.0,"White, not Hispanic or Latino","Female","Bachelors degree"
687.0,34.0,"White, not Hispanic or Latino","Male","Bachelors degree"
688.0,61.0,"White, not Hispanic or Latino","Female","Bachelors degree"
689.0,41.0,"White, not Hispanic or Latino","Male","Bachelors degree"
690.0,38.0,"White, not Hispanic or Latino","Female","Bachelors degree"
691.0,56.0,"White, not Hispanic or Latino","Male","Bachelors degree"
692.0,29.0,"White, not Hispanic or Latino","Female","Bachelors degree"
693.0,57.0,"White, not Hispanic or Latino","Male","Bachelors degree"
694.0,31.0,"White, not Hispanic or Latino","Female","Bachelors degree"
695.0,31.0,"White, not Hispanic or Latino","Male","Bachelors degree"
696.0,26.0,"White, not Hispanic or Latino","Female","Bachelors degree"
697.0,44.0,"White, not Hispanic or Latino","Male","Bachelors degree"
698.0,57.0,"White, not Hispanic or Latino","Female","Bachelors degree"
699.0,37.0,"White, not Hispanic or Latino","Male","Bachelors degree"
700.0,42.0,"White, not Hispanic or Latino","Female","Bachelors degree"
701.0,65.0,"White, not Hispanic or Latino","Male","Bachelors degree"
702.0,26.0,"White, not Hispanic or Latino","Female","Bachelors degree"
703.0,63.0,"White, not Hispanic or Latino","Male","Bachelors degree"
704.0,43.0,"White, not Hispanic or Latino","Female","Bachelors degree"
705.0,55.0,"White, not Hispanic or Latino","Male","Bachelors degree"
706.0,72.0,"White, not Hispanic or Latino","Female","Bachelors degree"
707.0,40.0,"White, not Hispanic or Latino","Male","Bachelors degree"
708.0,72.0,"White, not Hispanic or Latino","Female","Bachelors degree"
709.0,54.0,"White, not Hispanic or Latino","Male","Bachelors degree"
710.0,31.0,"White, not Hispanic or Latino","Female","Bachelors degree"
711.0,32.0,"White, not Hispanic or Latino","Male","Bachelors degree"
712.0,30.0,"White, not Hispanic or Latino","Female","Bachelors degree"
713.0,25.0,"White, not Hispanic or Latino","Male","Bachelors degree"
714.0,51.0,"White, not Hispanic or Latino","Female","Bachelors degree"
715.0,25.0,"White, not Hispanic or Latino","Male","Bachelors degree"
716.0,65.0,"White, not Hispanic or Latino","Female","Bachelors degree"
717.0,40.0,"White, not Hispanic or Latino","Male","Bachelors degree"
718.0,57.0,"White, not Hispanic or Latino","Female","Bachelors degree"
719.0,61.0,"White, not Hispanic or Latino","Male","Bachelors degree"
720.0,24.0,"White, not Hispanic or Latino","Female","Bachelors degree"
721.0,31.0,"White, not Hispanic or Latino","Male","Bachelors degree"
722.0,24.0,"White, not Hispanic or Latino","Female","Bachelors degree"
723.0,53.0,"White, not Hispanic or Latino","Male","Bachelors degree"
724.0,36.0,"White, not Hispanic or Latino","Female","Bachelors degree"
725.0,66.0,"White, not Hispanic or Latino","Male","Bachelors degree"
726.0,44.0,"White, not Hispanic or Latino","Female","Bachelors degree"
727.0,46.0,"White, not Hispanic or Latino","Male","Bachelors degree"
728.0,54.0,"White, not Hispanic or Latino","Female","Bachelors degree"
729.0,31.0,"White, not Hispanic or Latino","Male","Bachelors degree"
730.0,25.0,"White, not Hispanic or Latino","Female","Bachelors degree"
731.0,66.0,"White, not Hispanic or Latino","Male","Bachelors degree"
732.0,55.0,"White, not Hispanic or Latino","Female","Bachelors degree"
733.0,24.0,"White, not Hispanic or Latino","Male","Bachelors degree"
734.0,46.0,"White, not Hispanic or Latino","Female","Bachelors degree"
735.0,25.0,"White, not Hispanic or Latino","Male","Bachelors degree"
736.0,50.0,"White, not Hispanic or Latino","Female","Bachelors degree"
737.0,44.0,"White, not Hispanic or Latino","Male","Bachelors degree"
738.0,49.0,"White, not Hispanic or Latino","Female","Bachelors degree"
739.0,58.0,"White, not Hispanic or Latino","Male","Bachelors degree"
740.0,49.0,"White, not Hispanic or Latino","Female","Bachelors degree"
741.0,68.0,"White, not Hispanic or Latino","Male","Bachelors degree"
742.0,40.0,"White, not Hispanic or Latino","Female","Bachelors degree"
743.0,28.0,"White, not Hispanic or Latino","Male","Bachelors degree"
744.0,22.0,"White, not Hispanic or Latino","Female","Bachelors degree"
745.0,55.0,"White, not Hispanic or Latino","Male","Bachelors degree"
746.0,57.0,"White, not Hispanic or Latino","Female","Bachelors degree"
747.0,59.0,"White, not Hispanic or Latino","Male","Bachelors degree"
748.0,37.0,"White, not Hispanic or Latino","Female","Bachelors degree"
749.0,50.0,"White, not Hispanic or Latino","Male","Bachelors degree"
750.0,57.0,"White, not Hispanic or Latino","Female","Bachelors degree"
751.0,37.0,"White, not Hispanic or Latino","Male","Bachelors degree"
752.0,43.0,"White, not Hispanic or Latino","Female","Bachelors degree"
753.0,38.0,"White, not Hispanic or Latino","Male","Bachelors degree"
754.0,57.0,"White, not Hispanic or Latino","Female","Bachelors degree"
755.0,31.0,"White, not Hispanic or Latino","Male","Bachelors degree"
756.0,55.0,"White, not Hispanic or Latino","Female","Bachelors degree"
757.0,23.0,"White, not Hispanic or Latino","Male","Bachelors degree"
758.0,56.0,"White, not Hispanic or Latino","Female","Bachelors degree"
759.0,25.0,"White, not Hispanic or Latino","Male","Bachelors degree"
760.0,28.0,"White, not Hispanic or Latino","Female","Bachelors degree"
761.0,72.0,"White, not Hispanic or Latino","Male","Bachelors degree"
762.0,50.0,"White, not Hispanic or Latino","Female","Bachelors degree"
763.0,33.0,"White, not Hispanic or Latino","Male","Bachelors degree"
764.0,24.0,"White, not Hispanic or Latino","Female","Bachelors degree"
765.0,57.0,"White, not Hispanic or Latino","Male","Bachelors degree"
766.0,58.0,"White, not Hispanic or Latino","Female","Bachelors degree"
767.0,24.0,"White, not Hispanic or Latino","Male","Bachelors degree"
768.0,53.0,"White, not Hispanic or Latino","Female","Bachelors degree"
769.0,69.0,"White, not Hispanic or Latino","Male","Bachelors degree"
770.0,51.0,"White, not Hispanic or Latino","Female","Bachelors degree"
771.0,25.0,"White, not Hispanic or Latino","Male","Bachelors degree"
772.0,36.0,"White, not Hispanic or Latino","Female","Bachelors degree"
773.0,49.0,"White, not Hispanic or Latino","Male","Bachelors degree"
774.0,32.0,"White, not Hispanic or Latino","Female","Bachelors degree"
775.0,50.0,"White, not Hispanic or Latino","Male","Bachelors degree"
776.0,58.0,"White, not Hispanic or Latino","Female","Bachelors degree"
777.0,71.0,"White, not Hispanic or Latino","Male","Bachelors degree"
778.0,46.0,"White, not Hispanic or Latino","Female","Bachelors degree"
779.0,40.0,"White, not Hispanic or Latino","Male","Bachelors degree"
780.0,31.0,"White, not Hispanic or Latino","Female","Bachelors degree"
781.0,64.0,"White, not Hispanic or Latino","Male","Bachelors degree"
782.0,29.0,"White, not Hispanic or Latino","Female","Bachelors degree"
783.0,31.0,"White, not Hispanic or Latino","Male","Bachelors degree"
784.0,50.0,"White, not Hispanic or Latino","Female","Bachelors degree"
785.0,49.0,"White, not Hispanic or Latino","Male","Bachelors degree"
786.0,32.0,"White, not Hispanic or Latino","Female","Bachelors degree"
787.0,28.0,"White, not Hispanic or Latino","Male","Bachelors degree"
788.0,32.0,"White, not Hispanic or Latino","Female","Bachelors degree"
789.0,63.0,"White, not Hispanic or Latino","Male","Bachelors degree"
790.0,22.0,"White, not Hispanic or Latino","Female","Bachelors degree"
791.0,33.0,"White, not Hispanic or Latino","Male","Bachelors degree"
792.0,43.0,"White, not Hispanic or Latino","Female","Bachelors degree"
793.0,48.0,"White, not Hispanic or Latino","Male","Bachelors degree"
794.0,59.0,"White, not Hispanic or Latino","Female","Bachelors degree"
795.0,62.0,"White, not Hispanic or Latino","Male","Bachelors degree"
796.0,23.0,"White, not Hispanic or Latino","Female","Bachelors degree"
797.0,40.0,"White, not Hispanic or Latino","Male","Bachelors degree"
798.0,40.0,"White, not Hispanic or Latino","Female","Bachelors degree"
799.0,41.0,"White, not Hispanic or Latino","Male","Bachelors degree"
800.0,58.0,"White, not Hispanic or Latino","Female","Bachelors degree"
801.0,24.0,"White, not Hispanic or Latino","Male","Bachelors degree"
802.0,54.0,"White, not Hispanic or Latino","Female","Bachelors degree"
803.0,49.0,"White, not Hispanic or Latino","Male","Bachelors degree"
804.0,64.0,"White, not Hispanic or Latino","Female","Bachelors degree"
805.0,64.0,"White, not Hispanic or Latino","Male","Bachelors degree"
806.0,67.0,"White, not Hispanic or Latino","Female","Bachelors degree"
807.0,38.0,"White, not Hispanic or Latino","Male","Bachelors degree"
808.0,55.0,"White, not Hispanic or Latino","Female","Bachelors degree"
809.0,50.0,"White, not Hispanic or Latino","Male","Bachelors degree"
810.0,28.0,"White, not Hispanic or Latino","Female","Bachelors degree"
811.0,54.0,"White, not Hispanic or Latino","Male","Bachelors degree"
812.0,50.0,"White, not Hispanic or Latino","Female","Bachelors degree"
813.0,54.0,"White, not Hispanic or Latino","Male","Bachelors degree"
814.0,63.0,"White, not Hispanic or Latino","Female","Bachelors degree"
815.0,56.0,"White, not Hispanic or Latino","Male","Bachelors degree"
816.0,42.0,"Selected more than 1 race","Female","Bachelors degree"
817.0,61.0,"Selected more than 1 race","Male","Bachelors degree"
818.0,53.0,"Selected more than 1 race","Female","Bachelors degree"
819.0,53.0,"Selected more than 1 race","Male","Bachelors degree"
820.0,49.0,"Selected more than 1 race","Female","Bachelors degree"
821.0,30.0,"Selected more than 1 race","Male","Bachelors degree"
822.0,27.0,"Selected more than 1 race","Female","Bachelors degree"
823.0,52.0,"Selected more than 1 race","Male","Bachelors degree"
824.0,66.0,"Selected more than 1 race","Female","Bachelors degree"
825.0,36.0,"Selected more than 1 race","Male","Bachelors degree"
826.0,54.0,"Selected more than 1 race","Female","Bachelors degree"
827.0,54.0,"Selected more than 1 race","Male","Bachelors degree"
828.0,27.0,"Selected more than 1 race","Female","Bachelors degree"
829.0,72.0,"Selected more than 1 race","Nonbinary","Bachelors degree"
830.0,56.0,"Selected more than 1 race","Female","Bachelors degree"
831.0,31.0,"Selected more than 1 race","Nonbinary","Bachelors degree"
832.0,30.0,"Selected more than 1 race","Female","Bachelors degree"
833.0,70.0,"Selected more than 1 race","Male","Bachelors degree"
834.0,70.0,"Selected more than 1 race","Female","Bachelors degree"
835.0,72.0,"Selected more than 1 race","Male","Bachelors degree"
836.0,35.0,"Selected more than 1 race","Female","Bachelors degree"
837.0,53.0,"Selected more than 1 race","Male","Bachelors degree"
838.0,56.0,"Selected more than 1 race","Female","Bachelors degree"
839.0,32.0,"Selected more than 1 race","Male","Bachelors degree"
840.0,59.0,"Selected more than 1 race","Female","Bachelors degree"
841.0,41.0,"Selected more than 1 race","Male","Bachelors degree"
842.0,45.0,"Selected more than 1 race","Female","Bachelors degree"
843.0,24.0,"Selected more than 1 race","Male","Bachelors degree"
844.0,44.0,"Selected more than 1 race","Female","Bachelors degree"
845.0,37.0,"Selected more than 1 race","Male","Bachelors degree"
846.0,43.0,"Selected more than 1 race","Female","Bachelors degree"
847.0,71.0,"Selected more than 1 race","Male","Bachelors degree"
848.0,41.0,"Selected more than 1 race","Female","Bachelors degree"
849.0,32.0,"Selected more than 1 race","Male","Bachelors degree"
850.0,50.0,"Selected more than 1 race","Female","Bachelors degree"
851.0,62.0,"Selected more than 1 race","Male","Bachelors degree"
852.0,65.0,"Selected more than 1 race","Female","Bachelors degree"
853.0,43.0,"Selected more than 1 race","Male","Bachelors degree"
854.0,56.0,"Selected more than 1 race","Female","Bachelors degree"
855.0,37.0,"Selected more than 1 race","Male","Bachelors degree"
856.0,60.0,"Selected more than 1 race","Female","Bachelors degree"
857.0,54.0,"Selected more than 1 race","Male","Bachelors degree"
858.0,49.0,"Selected more than 1 race","Female","Bachelors degree"
859.0,59.0,"Selected more than 1 race","Male","Bachelors degree"
860.0,24.0,"Selected more than 1 race","Female","Bachelors degree"
